Ticker,Sharpe Ratio,Final Return,Max Drawdown
SPY,3.712989353814098,1.3401141636587681,-0.04565818493251539
QQQ,3.11275698312796,1.3365763056566173,-0.07274989474200011
TLT,-0.06959177684672004,0.9912654049011007,-0.10022934197074485
GLD,0.36193799436607527,1.0249008553482473,-0.10312321451746176
